sid,account_sid,date_created,date_updated,parent_call_sid,to,from,phone_number_sid,status,start_time,end_time,duration,price,price_unit,direction,answered_by,forwarded_from,caller_name,uri
CA690fe5a1980a9ef0,ACcb44e59a6e8bf77b6329094c5a4db011,2025-05-01T19:40:09.085Z,2025-05-01T19:40:39.085Z,,+16000000078,+16461000192,PN27e487eda51236cc,busy,2025-05-01T19:40:09.085Z,2025-05-01T20:21:49.085Z,2500,-0.6250,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA73371709c68fab3c.json
CA938758be8af1cf09,ACcb44e59a6e8bf77b6329094c5a4db011,2025-12-30T05:48:40.544Z,2025-12-30T05:49:10.544Z,,+13051000246,+16000000058,PN7c607081037e4a4a,busy,2025-12-30T05:48:40.544Z,2025-12-30T06:00:08.544Z,688,-0.1720,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA669cb40c9fa2fb97.json
CA3d6f90047176586b,ACcb44e59a6e8bf77b6329094c5a4db011,2024-10-13T04:21:33.876Z,2024-10-13T04:22:03.876Z,,+15031000440,+16000000085,PN594f79d46901502e,busy,2024-10-13T04:21:33.876Z,2024-10-13T05:01:06.876Z,2373,-0.5932,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA8e3cb1d2b81c42a7.json
CA28470a63c24e5358,ACcb44e59a6e8bf77b6329094c5a4db011,2025-12-24T12:22:45.606Z,2025-12-24T12:23:15.606Z,,+16000000076,+15031000365,PN70ce2c05c356c591,completed,2025-12-24T12:22:45.606Z,2025-12-24T12:43:44.606Z,1259,-0.3148,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAcfe182c9d8000c99.json
CAa2d7b2c09dde336c,ACcb44e59a6e8bf77b6329094c5a4db011,2024-02-29T01:23:32.162Z,2024-02-29T01:24:02.162Z,,+16000000083,+15031000230,PNd6dbfe215b666ca5,completed,2024-02-29T01:23:32.162Z,2024-02-29T01:54:25.162Z,1853,-0.4632,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAcfb5fb3efc8c55dd.json
CA3ef9fc1829a1331b,ACcb44e59a6e8bf77b6329094c5a4db011,2025-12-04T09:50:12.031Z,2025-12-04T09:50:42.031Z,,+16000000098,+16141000239,PN09fe0bb5b3e799a5,busy,2025-12-04T09:50:12.031Z,2025-12-04T10:46:22.031Z,3370,-0.8425,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA20694ef854525401.json
CA72836ec574b12831,ACcb44e59a6e8bf77b6329094c5a4db011,2025-11-08T17:26:42.275Z,2025-11-08T17:27:12.275Z,,+16000000015,+17021000263,PN7f0c7d3972701f24,completed,2025-11-08T17:26:42.275Z,2025-11-08T17:55:23.275Z,1721,-0.4302,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA2cf7f52703db6862.json
CA0779755bfc492510,ACcb44e59a6e8bf77b6329094c5a4db011,2025-04-08T07:56:34.823Z,2025-04-08T07:57:04.823Z,,+13051000141,+16000000005,PNc3f2736f1436fc31,busy,2025-04-08T07:56:34.823Z,2025-04-08T08:50:38.823Z,3244,-0.8110,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA602d526e899315dc.json
CAb6c7bcc244a8a620,ACcb44e59a6e8bf77b6329094c5a4db011,2024-11-08T02:01:07.422Z,2024-11-08T02:01:37.422Z,,+16000000011,+14041000100,PN07428cabdf9531ca,completed,2024-11-08T02:01:07.422Z,2024-11-08T02:57:20.422Z,3373,-0.8432,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA7767713b9f4d1653.json
CA507ea05682277958,ACcb44e59a6e8bf77b6329094c5a4db011,2023-05-15T15:52:51.197Z,2023-05-15T15:53:21.197Z,,+17021000038,+16000000016,PN1c56b8e68473dc4a,completed,2023-05-15T15:52:51.197Z,2023-05-15T16:48:11.197Z,3320,-0.8300,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA457c6f9c4aae74d1.json
CAe44f989f083a8bd5,ACcb44e59a6e8bf77b6329094c5a4db011,2024-12-16T06:08:38.694Z,2024-12-16T06:09:08.694Z,,+12121000256,+16000000003,PN126830fc4162613a,completed,2024-12-16T06:08:38.694Z,2024-12-16T06:57:19.694Z,2921,-0.7302,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA9802a55d894473bc.json
CAf77642bfd9737edc,ACcb44e59a6e8bf77b6329094c5a4db011,2024-07-06T20:45:56.194Z,2024-07-06T20:46:26.194Z,,+16000000000,+12061000193,PN188ef4d3f487c34f,completed,2024-07-06T20:45:56.194Z,2024-07-06T21:32:40.194Z,2804,-0.7010,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAeb54ac86e6394e03.json
CA3a1810c1b81a3b56,ACcb44e59a6e8bf77b6329094c5a4db011,2023-10-06T00:24:17.887Z,2023-10-06T00:24:47.887Z,,+16000000088,+15031000245,PN9cf7ec1c70264c69,completed,2023-10-06T00:24:17.887Z,2023-10-06T01:20:21.887Z,3364,-0.8410,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA26ca15fa25b2e616.json
CA8a7dddf396ba0156,ACcb44e59a6e8bf77b6329094c5a4db011,2025-01-14T00:00:17.497Z,2025-01-14T00:00:47.497Z,,+16000000098,+18881000101,PN88f501089b3a1fc5,completed,2025-01-14T00:00:17.497Z,2025-01-14T00:48:48.497Z,2911,-0.7278,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAd48010bfcc73b1d3.json
CA845ae5b9c7eee589,ACcb44e59a6e8bf77b6329094c5a4db011,2024-03-23T03:48:51.663Z,2024-03-23T03:49:21.663Z,,+16000000048,+15031000095,PN8ba433e3509f86d1,completed,2024-03-23T03:48:51.663Z,2024-03-23T04:27:05.663Z,2294,-0.5735,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA514d02903ff269bb.json
CA87f092f518a2ef29,ACcb44e59a6e8bf77b6329094c5a4db011,2023-10-16T01:10:51.999Z,2023-10-16T01:11:21.999Z,,+16000000009,+12131000272,PN34dc3b4de9de22ab,busy,2023-10-16T01:10:51.999Z,2023-10-16T01:46:51.999Z,2160,-0.5400,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAc5f38762bae9de4c.json
CA3a3d482d97807cbf,ACcb44e59a6e8bf77b6329094c5a4db011,2023-07-29T11:48:30.133Z,2023-07-29T11:49:00.133Z,,+15031000305,+16000000098,PN7de6064a99181df0,busy,2023-07-29T11:48:30.133Z,2023-07-29T12:27:26.133Z,2336,-0.5840,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA5b3532d417b99883.json
CAfbd33b72c8ccd947,ACcb44e59a6e8bf77b6329094c5a4db011,2025-01-16T17:41:10.882Z,2025-01-16T17:41:40.882Z,,+16000000057,+18001000100,PNf61454b2daf9c4f2,busy,2025-01-16T17:41:10.882Z,2025-01-16T18:30:23.882Z,2953,-0.7382,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAc35bbd785578ef19.json
CA92013f6dc544e19d,ACcb44e59a6e8bf77b6329094c5a4db011,2026-03-04T10:48:11.729Z,2026-03-04T10:48:41.729Z,,+16000000027,+16141000059,PN9aed5c2576f75750,completed,2026-03-04T10:48:11.729Z,2026-03-04T11:47:01.729Z,3530,-0.8825,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA092ae0ce99db77f0.json
CA7419900b839067bd,ACcb44e59a6e8bf77b6329094c5a4db011,2025-10-28T18:07:26.560Z,2025-10-28T18:07:56.560Z,,+16000000041,+14041000370,PNaeb671d66453bd79,busy,2025-10-28T18:07:26.560Z,2025-10-28T18:52:38.560Z,2712,-0.6780,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA7a4a77388aa55456.json
CAbe7f11e46e9c4d42,ACcb44e59a6e8bf77b6329094c5a4db011,2023-05-31T01:04:33.357Z,2023-05-31T01:05:03.357Z,,+16000000007,+15031000320,PN07ef80f441cd5796,busy,2023-05-31T01:04:33.357Z,2023-05-31T02:03:41.357Z,3548,-0.8870,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAc65bdee21df97b38.json
CA5106f2cf7b89afec,ACcb44e59a6e8bf77b6329094c5a4db011,2025-10-30T02:02:34.235Z,2025-10-30T02:03:04.235Z,,+12121000436,+16000000057,PN89d92536b59121b1,completed,2025-10-30T02:02:34.235Z,2025-10-30T02:41:41.235Z,2347,-0.5867,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAa0b024726f9c810c.json
CAcc59c5d7098bef10,ACcb44e59a6e8bf77b6329094c5a4db011,2025-07-10T04:19:20.032Z,2025-07-10T04:19:50.032Z,,+16000000016,+12121000436,PN89d92536b59121b1,completed,2025-07-10T04:19:20.032Z,2025-07-10T05:08:19.032Z,2939,-0.7348,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA2da4182a59d045d4.json
CA3462dc878374f83b,ACcb44e59a6e8bf77b6329094c5a4db011,2024-03-24T10:15:12.896Z,2024-03-24T10:15:42.896Z,,+16000000031,+15031000125,PNce2213f252c54e1b,completed,2024-03-24T10:15:12.896Z,2024-03-24T10:40:34.896Z,1522,-0.3805,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA23bdb3aac48c8c44.json
CAe8e46266bbd22d66,ACcb44e59a6e8bf77b6329094c5a4db011,2025-08-05T11:07:52.503Z,2025-08-05T11:08:22.503Z,,+16000000047,+13141000234,PNccc93c72a24486f6,busy,2025-08-05T11:07:52.503Z,2025-08-05T11:39:52.503Z,1920,-0.4800,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA760f1ff5eb7559a4.json
CA836831b1a1672a5f,ACcb44e59a6e8bf77b6329094c5a4db011,2023-05-21T01:19:51.589Z,2023-05-21T01:20:21.589Z,,+13141000309,+16000000029,PN9955d4e1a919fb44,completed,2023-05-21T01:19:51.589Z,2023-05-21T02:19:33.589Z,3582,-0.8955,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA8ec683c7e62f3adc.json
CAfd8f6fa05ed0e95e,ACcb44e59a6e8bf77b6329094c5a4db011,2024-12-24T10:00:05.599Z,2024-12-24T10:00:35.599Z,,+16000000027,+13141000069,PN856e03e9b1df85c0,busy,2024-12-24T10:00:05.599Z,2024-12-24T10:00:42.599Z,37,-0.0150,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA2c3c4b8b7811b391.json
CA137f049218c667c6,ACcb44e59a6e8bf77b6329094c5a4db011,2024-12-04T21:25:11.174Z,2024-12-04T21:25:41.174Z,,+15121000491,+16000000039,PN0823ad268a7c1f81,busy,2024-12-04T21:25:11.174Z,2024-12-04T22:18:59.174Z,3228,-0.8070,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA2347225cd91caabf.json
CAb06cd5667aec64da,ACcb44e59a6e8bf77b6329094c5a4db011,2023-07-15T04:58:00.570Z,2023-07-15T04:58:30.570Z,,+16000000084,+15121000386,PNd4f4104da798739e,completed,2023-07-15T04:58:00.570Z,2023-07-15T05:45:48.570Z,2868,-0.7170,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAd31e7dc0eb024fff.json
CA4c8b974bec0e3c26,ACcb44e59a6e8bf77b6329094c5a4db011,2026-01-05T00:48:39.048Z,2026-01-05T00:49:09.048Z,,+16000000079,+16461000387,PN1319e89d930527d6,completed,2026-01-05T00:48:39.048Z,2026-01-05T01:08:26.048Z,1187,-0.2968,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA88f3fb3962e0ff7d.json
CAfb98e296cabf12d5,ACcb44e59a6e8bf77b6329094c5a4db011,2023-11-18T17:34:36.703Z,2023-11-18T17:35:06.703Z,,+17021000188,+16000000096,PN4aac045f0f4c7b92,completed,2023-11-18T17:34:36.703Z,2023-11-18T17:54:10.703Z,1174,-0.2935,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAa5f16e0daceef76c.json
CAbbbf7305e7cea4d6,ACcb44e59a6e8bf77b6329094c5a4db011,2026-02-14T12:00:28.270Z,2026-02-14T12:00:58.270Z,,+14151000409,+16000000002,PN24c3e8d7058b51ff,busy,2026-02-14T12:00:28.270Z,2026-02-14T12:29:49.270Z,1761,-0.4403,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAc04749c618d0f00a.json
CAc46dded72e5fc954,ACcb44e59a6e8bf77b6329094c5a4db011,2024-09-09T01:14:53.671Z,2024-09-09T01:15:23.671Z,,+16000000014,+16461000342,PN3b532933536013c5,busy,2024-09-09T01:14:53.671Z,2024-09-09T01:21:55.671Z,422,-0.1055,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA8107061bea4ddebc.json
CA6c54f930d50b677b,ACcb44e59a6e8bf77b6329094c5a4db011,2026-03-16T23:23:06.390Z,2026-03-16T23:23:36.390Z,,+16000000061,+16461000402,PN145175bd089a8ca4,busy,2026-03-16T23:23:06.390Z,2026-03-17T00:19:27.390Z,3381,-0.8452,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA3919b7546e75b007.json
CAeddb489b70e31d9b,ACcb44e59a6e8bf77b6329094c5a4db011,2024-04-16T00:38:48.683Z,2024-04-16T00:39:18.683Z,,+16000000035,+16461000492,PNddbeaa0fbc1de592,busy,2024-04-16T00:38:48.683Z,2024-04-16T01:25:40.683Z,2812,-0.7030,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA0c35374253aeef94.json
CAd50336872a001ea4,ACcb44e59a6e8bf77b6329094c5a4db011,2026-02-23T13:08:26.497Z,2026-02-23T13:08:56.497Z,,+16171000412,+16000000011,PNb3dcfc88f8592054,busy,2026-02-23T13:08:26.497Z,2026-02-23T14:06:36.497Z,3490,-0.8725,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA1f23a893585aa6e9.json
CAd395b050e648fc08,ACcb44e59a6e8bf77b6329094c5a4db011,2026-02-15T11:15:00.240Z,2026-02-15T11:15:30.240Z,,+16000000042,+15031000260,PN5729c3d14b21dab2,completed,2026-02-15T11:15:00.240Z,2026-02-15T11:31:47.240Z,1007,-0.2518,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA41eeaafa6bcdf53c.json
CAd38a7076fa25b473,ACcb44e59a6e8bf77b6329094c5a4db011,2024-08-21T13:55:21.381Z,2024-08-21T13:55:51.381Z,,+16000000067,+16141000104,PNe8d0edc11277c008,busy,2024-08-21T13:55:21.381Z,2024-08-21T14:34:19.381Z,2338,-0.5845,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA4c0b19a95a4474af.json
CA24956a449a594808,ACcb44e59a6e8bf77b6329094c5a4db011,2024-01-09T14:13:45.072Z,2024-01-09T14:14:15.072Z,,+16000000094,+15031000500,PN20001e2b0b0b797f,busy,2024-01-09T14:13:45.072Z,2024-01-09T14:20:22.072Z,397,-0.0992,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA6f76f9583425aab9.json
CAc20b3bbf526f33ec,ACcb44e59a6e8bf77b6329094c5a4db011,2023-07-12T04:29:12.620Z,2023-07-12T04:29:42.620Z,,+17021000158,+16000000007,PNe17aaeb17ddbaca7,completed,2023-07-12T04:29:12.620Z,2023-07-12T05:13:31.620Z,2659,-0.6648,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAc9dfde860befdb27.json
CA9466a6411250493d,ACcb44e59a6e8bf77b6329094c5a4db011,2024-05-17T08:09:50.974Z,2024-05-17T08:10:20.974Z,,+16000000052,+13051000456,PN5bf784344e963c77,completed,2024-05-17T08:09:50.974Z,2024-05-17T08:32:12.974Z,1342,-0.3355,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA159bc3baaf4192a1.json
CAc0927f248a3b9d28,ACcb44e59a6e8bf77b6329094c5a4db011,2024-10-05T03:26:29.763Z,2024-10-05T03:26:59.763Z,,+12061000493,+16000000017,PN19f09edcb7d4837f,completed,2024-10-05T03:26:29.763Z,2024-10-05T03:45:04.763Z,1115,-0.2787,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA8a39b2ee53fe3432.json
CA62fb26fc982e95b5,ACcb44e59a6e8bf77b6329094c5a4db011,2024-04-03T23:54:26.178Z,2024-04-03T23:54:56.178Z,,+15031000440,+16000000036,PN594f79d46901502e,completed,2024-04-03T23:54:26.178Z,2024-04-04T00:30:08.178Z,2142,-0.5355,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA7d528a3f78e1ed61.json
CA1143474c496e10ba,ACcb44e59a6e8bf77b6329094c5a4db011,2023-07-17T09:56:35.022Z,2023-07-17T09:57:05.022Z,,+16000000026,+17021000143,PN5ae02c1bd2b04a4d,busy,2023-07-17T09:56:35.022Z,2023-07-17T10:07:31.022Z,656,-0.1640,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA81ccb1b9905e1ba1.json
CA61b22d3f50331be2,ACcb44e59a6e8bf77b6329094c5a4db011,2025-11-24T01:35:54.656Z,2025-11-24T01:36:24.656Z,,+16000000048,+15031000425,PNe2482aa253236f84,busy,2025-11-24T01:35:54.656Z,2025-11-24T01:57:28.656Z,1294,-0.3235,USD,outbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CAa435a593735d6068.json
CA0f4ec8a6d802d1a5,ACcb44e59a6e8bf77b6329094c5a4db011,2025-03-11T20:00:34.296Z,2025-03-11T20:01:04.296Z,,+12061000448,+16000000010,PN471842611c520034,completed,2025-03-11T20:00:34.296Z,2025-03-11T20:10:46.296Z,612,-0.1530,USD,inbound,human,,Acme Test,/2010-04-01/Accounts/ACcb44e59a6e8bf77b6329094c5a4db011/Calls/CA1a7fa5994b38e43d.json
